image_url,x,y,width,height,neighborhood,intersection
https://lh3.googleusercontent.com/d/1TgBqSSAapyPKDVW8s3e2q8R3WutoLBvM,300,468,33,41,Marina,Ketner_Market
https://lh3.googleusercontent.com/d/1TgBqSSAapyPKDVW8s3e2q8R3WutoLBvM,298,322,39,34,Marina,Ketner_G
https://lh3.googleusercontent.com/d/1TgBqSSAapyPKDVW8s3e2q8R3WutoLBvM,1187,318,34,34,Marina,3rd_G
https://lh3.googleusercontent.com/d/1TgBqSSAapyPKDVW8s3e2q8R3WutoLBvM,1194,914,29,30,Marina,3rd_K
https://lh3.googleusercontent.com/d/12f289TC3nxnZ22Q9L43DxKte7uhkFGcA,312,488,33,41,Marina,Ketner_Market
https://lh3.googleusercontent.com/d/12f289TC3nxnZ22Q9L43DxKte7uhkFGcA,310,346,39,34,Marina,Ketner_G
https://lh3.googleusercontent.com/d/12f289TC3nxnZ22Q9L43DxKte7uhkFGcA,1188,349,34,34,Marina,3rd_G
https://lh3.googleusercontent.com/d/12f289TC3nxnZ22Q9L43DxKte7uhkFGcA,1192,937,29,30,Marina,3rd_K
https://lh3.googleusercontent.com/d/18JqDVKXNDCuz6JIQUEinwBWETl-HTkCD,179,687,32,28,Golden Hill,E_19th
https://lh3.googleusercontent.com/d/18JqDVKXNDCuz6JIQUEinwBWETl-HTkCD,182,338,33,33,Golden Hill,B_19th
https://lh3.googleusercontent.com/d/18JqDVKXNDCuz6JIQUEinwBWETl-HTkCD,1169,655,37,29,Golden Hill,E_27th
https://lh3.googleusercontent.com/d/18JqDVKXNDCuz6JIQUEinwBWETl-HTkCD,1166,344,39,35,Golden Hill,B_27th
https://lh3.googleusercontent.com/d/1wwEfGNVOYnaoOymAx74cWnebnyIGk30y,195,702,32,28,Golden Hill,E_19th
https://lh3.googleusercontent.com/d/1wwEfGNVOYnaoOymAx74cWnebnyIGk30y,195,357,33,33,Golden Hill,B_19th
https://lh3.googleusercontent.com/d/1wwEfGNVOYnaoOymAx74cWnebnyIGk30y,1175,658,37,29,Golden Hill,E_27th
https://lh3.googleusercontent.com/d/1wwEfGNVOYnaoOymAx74cWnebnyIGk30y,1166,350,39,35,Golden Hill,B_27th
https://lh3.googleusercontent.com/d/1zF_1dWgmpc94glqYaglQ9XGMJCaW5WLF,373,587,28,42,City Center,Front_Broadway
https://lh3.googleusercontent.com/d/1zF_1dWgmpc94glqYaglQ9XGMJCaW5WLF,375,338,28,29,City Center,Front_B
https://lh3.googleusercontent.com/d/1zF_1dWgmpc94glqYaglQ9XGMJCaW5WLF,1387,602,28,29,City Center,11th_Broadway
https://lh3.googleusercontent.com/d/1zF_1dWgmpc94glqYaglQ9XGMJCaW5WLF,1389,343,29,31,City Center,11th_B
https://lh3.googleusercontent.com/d/1fKihZ6vv9-GcKNPJhOw_cznUBvlVOBC5,393,604,28,42,City Center,Front_Broadway
https://lh3.googleusercontent.com/d/1fKihZ6vv9-GcKNPJhOw_cznUBvlVOBC5,392,357,28,29,City Center,Front_B
https://lh3.googleusercontent.com/d/1fKihZ6vv9-GcKNPJhOw_cznUBvlVOBC5,1394,614,28,29,City Center,11th_Broadway
https://lh3.googleusercontent.com/d/1fKihZ6vv9-GcKNPJhOw_cznUBvlVOBC5,1393,358,29,31,City Center,11th_B
https://lh3.googleusercontent.com/d/1aXW3FkAWEqyQAJvtCM_3Xl3sJdt17y_n,834,651,44,51,Columbia,Ketner_Broadway
https://lh3.googleusercontent.com/d/1aXW3FkAWEqyQAJvtCM_3Xl3sJdt17y_n,829,188,43,33,Columbia,Ketner_A
https://lh3.googleusercontent.com/d/1aXW3FkAWEqyQAJvtCM_3Xl3sJdt17y_n,1289,183,43,33,Columbia,State_A
https://lh3.googleusercontent.com/d/1aXW3FkAWEqyQAJvtCM_3Xl3sJdt17y_n,1294,645,45,52,Columbia,State_Broadway
https://lh3.googleusercontent.com/d/17GSYt6Mqt5MCtohXQSPQqkXt_Oqll_zv,835,673,44,51,Columbia,Ketner_Broadway
https://lh3.googleusercontent.com/d/17GSYt6Mqt5MCtohXQSPQqkXt_Oqll_zv,845,215,43,33,Columbia,Ketner_A
https://lh3.googleusercontent.com/d/17GSYt6Mqt5MCtohXQSPQqkXt_Oqll_zv,1301,225,43,33,Columbia,State_A
https://lh3.googleusercontent.com/d/17GSYt6Mqt5MCtohXQSPQqkXt_Oqll_zv,1291,683,45,52,Columbia,State_Broadway
