image_url,x,y,width,height,neighborhood,intersection
"https://lh3.googleusercontent.com/d/1lxzd7V8TxtYAcOhmUdm2u5poPPKD-Xp7
",436,506,30,25,Barrio Logan,Main_Sigsbee
"https://lh3.googleusercontent.com/d/1lxzd7V8TxtYAcOhmUdm2u5poPPKD-Xp7
",1205,732,30,28,Barrio Logan,Logan_Evans
"https://lh3.googleusercontent.com/d/1lxzd7V8TxtYAcOhmUdm2u5poPPKD-Xp7
",1008,982,30,28,Barrio Logan,Main_Evans
"https://lh3.googleusercontent.com/d/1mosQ6SCfNawt9cVcds0tcy2ZgAJkFYwo
",490,139,27,23,Barrio Logan,16th_Logan
"https://lh3.googleusercontent.com/d/1mosQ6SCfNawt9cVcds0tcy2ZgAJkFYwo
",435,498,30,27,Barrio Logan,Main_Sigsbee
"https://lh3.googleusercontent.com/d/1mosQ6SCfNawt9cVcds0tcy2ZgAJkFYwo
",1212,715,30,28,Barrio Logan,Logan_Evans
"https://lh3.googleusercontent.com/d/1mosQ6SCfNawt9cVcds0tcy2ZgAJkFYwo
",1016,963,30,28,Barrio Logan,Main_Evans
"https://lh3.googleusercontent.com/d/1DmfNAtY-hU9jTEhbdGFNHgjOkm1aVueS
",155,81,49,43,sherman_heights,G_19th
"https://lh3.googleusercontent.com/d/1DmfNAtY-hU9jTEhbdGFNHgjOkm1aVueS
",140,836,46,49,sherman_heights,L_19th
"https://lh3.googleusercontent.com/d/1DmfNAtY-hU9jTEhbdGFNHgjOkm1aVueS
",659,76,55,60,sherman_heights,G_24th
"https://lh3.googleusercontent.com/d/1DmfNAtY-hU9jTEhbdGFNHgjOkm1aVueS
",649,837,54,50,sherman_heights,L_24th
"https://lh3.googleusercontent.com/d/1lRP3cA22bQfaXDwmrohyLn-IceymveVQ
",284,126,49,43,sherman_heights,G_19th
"https://lh3.googleusercontent.com/d/1lRP3cA22bQfaXDwmrohyLn-IceymveVQ
",284,774,42,49,sherman_heights,L_19th
"https://lh3.googleusercontent.com/d/1lRP3cA22bQfaXDwmrohyLn-IceymveVQ
",717,117,56,60,sherman_heights,G_24th
"https://lh3.googleusercontent.com/d/1lRP3cA22bQfaXDwmrohyLn-IceymveVQ
",721,771,54,50,sherman_heights,L_24th
"https://lh3.googleusercontent.com/d/1lwDj3KgElYbZw1_aREvtYWiLED4Wug7a
",210,144,49,43,sherman_heights,G_19th
