url,neighborhood,source,dest,matrix
"https://lh3.googleusercontent.com/d/1Wu7dtBNPhm5eKWskH7rb2l5Wqx52BPK4
",marina,"POLYGON ((364.5 1617, 363 1486, 1168.5 1072.5, 1172 1610, 364.5 1617))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[2.7491907535429574, 0.030945213176123115, 0.0], [-0.027484182648549904, 2.8820315849659437, 0.0], [6277973.622876711, 1835593.7665876343, 0.9999999999999997]]"
"https://lh3.googleusercontent.com/d/1_0TK4F9Lsvqxy6p2gNPIy8azcNYQjbnk
",city_center,"POLYGON ((387.5 1660, 382.5 1402, 1402.5 1387.5, 1407 1647.5, 387.5 1660))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[3.0210585836211026, 0.020966419298767497, 0.0], [-0.04264595464064769, 2.9185046868888094, 0.0], [6279218.683546348, 1837325.6971563818, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1_q0HhRr89RyQ66hqE6BWl2psaUerZCFM
",east_village,"POLYGON ((221.5 1479, 213.5 1019.5, 1269.5 997, 1277 1464.5, 221.5 1479))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[2.5790215764490605, 0.03513066071169135, 0.0], [-0.03770714235270134, 2.4912112361569143, 0.0], [6281759.168648926, 1837330.7125507828, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1a3OPxv45xGYBFoh2R-2Nv20VxqEHPTqp
",east_village,"POLYGON ((283.5 1453, 284.5 1041.5, 1239.5 1037, 1240 1456.5, 283.5 1453))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[2.849597207648261, -0.007968393781446245, 0.0], [0.007690326647207257, 2.7796137897605604, 0.0], [6281454.123290048, 1836985.8925240254, 0.9999999999999999]]"
"https://lh3.googleusercontent.com/d/1akCuU3ayQRULpz7UVlXrAE6pz5WMXGyC
",city_center,"POLYGON ((428.5 1620, 428.5 1386, 1354.5 1389.5, 1354 1623.5, 428.5 1620))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[3.3283698426121897, -0.03167960649374386, 0.0], [0.017660671577687026, 3.23065215479005, 0.0], [6278863.74968599, 1836959.9048291617, 1.0000000000000009]]"
"https://lh3.googleusercontent.com/d/1c7hAfFvgnkmicS_oDPwmAP4yt2Vmc87k
",Columbia,"POLYGON ((859.5 1780.5, 852 1304.5, 1316 1302.5, 1321 1777, 859.5 1780.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[1.7825834313037132, 0.0031168452226770127, 0.0], [-0.004337173294970853, 2.371484903076862, 0.0], [6277430.836363467, 1838339.3929282355, 0.9999999999999996]]"
"https://lh3.googleusercontent.com/d/1dbcUQD56dmT59w5czuQAluToLr0tbCfm
",east_village_south,"POLYGON ((334 1683, 338 1132.5, 1243.5 1137, 1238.5 1689.5, 334 1683))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[3.004104996384697, -0.0523449666385412, 0.0], [0.03158731490657374, 3.443993568402675, 0.0], [6281218.26391054, 1834102.2329448592, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1fddAJm9SWK1Mspt9kXkNrrKEiKP7U1Jf
",Golden Hill,"POLYGON ((257 1613.5, 252.5 1297, 1158 1322, 1153.5 1604.5, 257 1613.5))","POLYGON ((6285851.602057546 1841024.0836843997, 6285845.135206968 1842159.1903380603, 6289136.307430387 1842152.8734215647, 6289139.730979964 1841108.5644865632, 6285851.602057546 1841024.0836843997))","[[3.6511890491889303, 0.011006965671088305, 0.0], [-0.019842010437969293, 3.6353128877838117, 0.0], [6284947.147295508, 1836298.5849886097, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1fnQ6YtYYFGUVnRCcFDfR97SXycM1UT3t
",gaslamp,"POLYGON ((975.5 1880, 980.5 1159, 1332.5 1155, 1323.5 1879, 975.5 1880))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[1.5928792518865456, 0.023758875173155444, 0.0], [0.016141586954290688, 3.713709278893475, 0.0], [6279851.653508199, 1834400.266904093, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1gy99Th1iUBUyEY5BJoSMACYCioAAkKUs
",cortez,"POLYGON ((545.5 1562, 546 1293.5, 1284 1298, 1282.5 1568, 545.5 1562))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[3.0398175254005015, -0.035773953392934286, 0.0], [0.0261401158722947, 2.813669661030872, 0.0], [6278900.195204762, 1839320.9175388268, 1.0]]"
