url,neighborhood,source,dest,matrix
"https://lh3.googleusercontent.com/d/1s3UBjwhrla7pNBpQPy0j2COIX7uPsj6y
",east_village,"POLYGON ((351.5 1494, 353.5 1100.5, 1259.5 1100, 1258 1499.5, 351.5 1494))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[3.005187319636793, -0.017967914660864025, 0.0], [0.019560467728297226, 2.912819033221467, 0.0], [6281188.29669823, 1836678.1798864559, 0.9999999999999999]]"
"https://lh3.googleusercontent.com/d/1t6b4knWNmHDVv2La2E9t3J1ErprxKkoU
",gaslamp,"POLYGON ((975.5 1891, 983.5 1169, 1332.5 1172, 1323.5 1892, 975.5 1891))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[1.5995854674818766, -0.02423902868277964, 0.0], [0.019545612747606356, 3.7209276551629955, 0.0], [6279837.304183784, 1834397.2255391346, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1tHXlZ8G33v0vq7ksAgQGhw1caRwwbEv3
",cortez,"POLYGON ((545.5 1564, 547.5 1293, 1287 1299.5, 1285 1570, 545.5 1564))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[3.031468231890819, -0.039346553797658515, 0.0], [0.037159181949391495, 2.7978822078346184, 0.0], [6278886.717718656, 1839343.3381639738, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1u6nOFRJ6F8Wl5FDfnDIIgXIPc9ZU0j38
",cortez,"POLYGON ((600 1596.5, 602.5 1340, 1302 1341.5, 1299.5 1597.5, 600 1596.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[3.2050670692037175, -0.02188046490513632, 0.0], [0.046870747320099326, 2.956293833972495, 0.0], [6278600.6324482, 1838991.187216597, 0.9999999999999999]]"
"https://lh3.googleusercontent.com/d/1v8QJfsj2mxElXgjl4EnO1h7-jShIGnmm
",marina,"POLYGON ((426.5 1653, 427 1531.5, 1198.5 1146, 1192 1659, 426.5 1653))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[2.899092150244787, -0.009299446373221297, 0.0], [0.02609365596435964, 3.0241330624251077, 0.0], [6277652.264028051, 1835265.2806065055, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1vC_uJUS1AqzCHyS3vWKpd9uGjwsJpBYm
",marina,"POLYGON ((359.5 1613.5, 359 1487, 1170 1076, 1173 1615.5, 359.5 1613.5))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[2.730835998718705, 0.009032056564980313, 0.0], [-0.02384964949123969, 2.8769739472504625, 0.0], [6277986.920439941, 1835613.2288139318, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1x4BuffOf2CVnKgdu3Y4_Q98bXHvBmYYZ
",cortez,"POLYGON ((511.5 1593, 507.5 1294.5, 1320.5 1283.5, 1326.5 1580.5, 511.5 1593))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[2.7538243720021622, 0.022469345876281424, 0.0], [-0.03278857159966719, 2.544020667840414, 0.0], [6279240.76433043, 1839634.228126581, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1yGft0p4OGsoFZLwl0EKs7jE3S9-gBUsY
",Golden Hill,"POLYGON ((251 1613.5, 248.5 1296, 1158 1324, 1154.5 1607.5, 251 1613.5))","POLYGON ((6285851.602057546 1841024.0836843997, 6285845.135206968 1842159.1903380603, 6289136.307430387 1842152.8734215647, 6289139.730979964 1841108.5644865632, 6285851.602057546 1841024.0836843997))","[[3.6290674431844616, -0.0009135625759403099, 0.0], [-0.012708656911854632, 3.6232718253384064, 0.0], [6284960.5173224155, 1836320.9375341863, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1yfWIaYejo-dyIsk80a75F6Gu-1DDI7_-
",Barrio Logan,"POLYGON ((445 1482.5, 1025 1017, 1226 1269, 502.5 1846.5, 445 1482.5))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[3.518054569811579, -0.07189549582719693, 0.0], [-0.016871329461537243, 3.620692325189111, 0.0], [6283266.197220257, 1830843.0147632218, 1.0]]"
"https://lh3.googleusercontent.com/d/1z4qMDJwsyVv2im_1JLIn0AH20jlBbeLP
",Columbia,"POLYGON ((856.5 1723.5, 853 1294.5, 1272 1290.5, 1278 1720, 856.5 1723.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[1.9629026096822162, 0.011361294170465334, 0.0], [-0.0005535605923796538, 2.625551987057179, 0.0], [6277272.631618556, 1838028.402603229, 1.0]]"
