image_url,cx,cy,r,type,count
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",829,861,18.0,1,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",836,947,25.0,1,10
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",902,984,15.0,1,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",938,983,17.0,2,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1011,966,16.0,1,4
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1060,916,27.0,1,13
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1138,935,23.232,3,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1022,838,21.0,3,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1188,940,19.0,1,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1343,950,21.0,1,5
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1339,849,34.0,1,30
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1396,840,19.0,1,6
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1347,785,30.0,2,24
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1455,743,23.0,2,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1393,725,25.0,2,9
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1456,651,27.0,2,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1349,683,17.0,2,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1304,679,14.0,1,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1197,679,18.0,1,6
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1294,761,17.0,1,4
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1241,767,16.0,1,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1248,589,23.0,2,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1198,582,17.0,1,5
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1414,599,15.0,1,5
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1352,589,16.0,1,7
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1316,552,15.0,1,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1405,559,23.0,2,12
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1322,510,14.0,1,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1226,510,16.0,1,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1355,500,12.0,1,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1295,455,11.0,1,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1324,431,13.0,1,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1258,378,13.0,1,
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1195,366,18.0,1,4
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1206,305,15.0,1,2
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1358,361,13.0,1,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1327,385,15.0,1,3
"https://lh3.googleusercontent.com/d/12L-mO46Sr2iOdXObVoby-0rDcjCa8dto
",1251,323,29.0,2,5
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",421,331,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",353,418,14.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",549,313,15.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",601,312,17.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",425,368,17.0,2,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",428,421,17.0,2,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",376,457,22.0,2,3
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",361,581,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",572,885,15.0,1,8
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",684,839,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",715,752,13.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",815,770,15.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",824,838,15.0,1,3
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",670,689,11.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",796,683,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",821,630,12.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",777,596,14.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",780,521,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",815,545,19.0,1,16
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",803,578,16.0,2,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1139,318,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1140,364,16.0,2,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",992,340,16.0,1,4
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",882,419,15.0,1,3
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",967,418,13.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1061,420,13.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",968,522,11.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1055,521,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1146,578,10.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",950,566,12.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",884,585,11.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",909,548,16.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1075,578,14.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",993,663,14.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",929,684,11.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",876,783,13.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",987,712,21.0,3,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",995,757,21.0,1,6
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",981,840,15.0,1,8
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",893,872,14.0,1,6
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",950,888,13.0,1,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1041,852,20.0,1,9
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1078,654,12.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1079,892,17.0,3,
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1110,893,15.0,1,2
"https://lh3.googleusercontent.com/d/1PHaCjgUX2bB0u30cCskddBxrMf8oZhE2
",1147,854,14.0,1,4
